260,20140101,48,99,74
260,20140102,55,103,79
260,20140103,56,122,89
260,20140104,59,93,76
260,20140105,41,84,63
260,20140106,70,145,108
260,20140107,94,123,109
260,20140108,62,100,81
260,20140109,68,121,95
260,20140110,46,88,67
260,20140111,33,78,56
260,20140112,-20,62,21
260,20140113,22,99,61
260,20140114,22,71,47
260,20140115,24,64,44
260,20140116,59,89,74
260,20140117,61,90,76
260,20140118,55,86,71
260,20140119,46,71,59
260,20140120,14,60,37
260,20140121,17,54,36
260,20140122,20,43,32
260,20140123,16,52,34
260,20140124,23,67,45
260,20140125,24,63,44
260,20140126,37,68,53
260,20140127,25,62,44
260,20140128,23,68,46
260,20140129,-21,25,2
260,20140130,-24,50,13
260,20140131,-30,74,22
260,20140201,43,84,64
260,20140202,26,80,53
260,20140203,5,82,44
260,20140204,23,94,59
260,20140205,40,104,72
260,20140206,57,96,77
260,20140207,44,103,74
260,20140208,42,90,66
260,20140209,44,76,60
260,20140210,23,90,57
260,20140211,39,83,61
260,20140212,31,91,61
260,20140213,31,69,50
260,20140214,21,88,55
260,20140215,75,134,105
260,20140216,-1,94,47
260,20140217,3,104,54
260,20140218,35,80,58
260,20140219,61,110,86
260,20140220,54,100,77
260,20140221,46,103,75
260,20140222,42,103,73
260,20140223,37,118,78
260,20140224,38,126,82
260,20140225,54,126,90
260,20140226,37,111,74
260,20140227,20,78,49
260,20140228,19,85,52
260,20140301,43,82,63
260,20140302,26,98,62
260,20140303,6,99,53
260,20140304,-1,107,53
260,20140305,-5,126,61
260,20140306,-7,137,65
260,20140307,27,128,78
260,20140308,-15,160,73
260,20140309,41,195,118
260,20140310,15,180,98
260,20140311,61,144,103
260,20140312,18,168,93
260,20140313,-7,168,81
260,20140314,-1,120,60
260,20140315,86,118,102
260,20140316,94,122,108
260,20140317,75,120,98
260,20140318,75,105,90
260,20140319,88,159,124
260,20140320,48,212,130
260,20140321,42,110,76
260,20140322,36,105,71
260,20140323,10,95,53
260,20140324,-7,109,51
260,20140325,-23,108,43
260,20140326,3,96,50
260,20140327,14,137,76
260,20140328,50,173,112
260,20140329,37,192,115
260,20140330,35,202,119
260,20140331,94,204,149
260,20140401,64,204,134
260,20140402,45,215,130
260,20140403,78,227,153
260,20140404,112,152,132
260,20140405,60,177,119
260,20140406,55,177,116
260,20140407,119,212,166
260,20140408,63,138,101
260,20140409,60,148,104
260,20140410,102,154,128
260,20140411,59,153,106
260,20140412,20,158,89
260,20140413,82,131,107
260,20140414,55,117,86
260,20140415,32,107,70
260,20140416,-9,143,67
260,20140417,24,176,100
260,20140418,58,121,90
260,20140419,62,166,114
260,20140420,100,207,154
260,20140421,90,158,124
260,20140422,67,190,129
260,20140423,51,211,131
260,20140424,69,205,137
260,20140425,107,237,172
260,20140426,104,176,140
260,20140427,86,153,120
260,20140428,82,169,126
260,20140429,118,175,147
260,20140430,106,179,143
260,20140501,101,183,142
260,20140502,64,122,93
260,20140503,17,137,77
260,20140504,0,137,69
260,20140505,31,184,108
260,20140506,115,178,147
260,20140507,106,162,134
260,20140508,113,134,124
260,20140509,91,161,126
260,20140510,98,156,127
260,20140511,90,117,104
260,20140512,60,146,103
260,20140513,55,150,103
260,20140514,37,139,88
260,20140515,44,150,97
260,20140516,34,183,109
260,20140517,51,207,129
260,20140518,74,231,153
260,20140519,92,243,168
260,20140520,136,271,204
260,20140521,126,215,171
260,20140522,149,230,190
260,20140523,126,207,167
260,20140524,107,196,152
260,20140525,97,213,155
260,20140526,122,223,173
260,20140527,135,174,155
260,20140528,117,146,132
260,20140529,75,118,97
260,20140530,43,169,106
260,20140531,54,194,124
260,20140601,69,187,128
260,20140602,56,206,131
260,20140603,64,210,137
260,20140604,106,178,142
260,20140605,88,178,133
260,20140606,62,229,146
260,20140607,117,276,197
260,20140608,152,248,200
260,20140609,160,271,216
260,20140610,162,258,210
260,20140611,104,219,162
260,20140612,88,229,159
260,20140613,113,222,168
260,20140614,137,189,163
260,20140615,108,201,155
260,20140616,99,178,139
260,20140617,105,193,149
260,20140618,78,200,139
260,20140619,104,161,133
260,20140620,88,180,134
260,20140621,91,209,150
260,20140622,88,206,147
260,20140623,70,213,142
260,20140624,119,213,166
260,20140625,106,192,149
260,20140626,106,222,164
260,20140627,127,215,171
260,20140628,144,210,177
260,20140629,124,192,158
260,20140630,78,186,132
260,20140701,69,193,131
260,20140702,62,209,136
260,20140703,90,262,176
260,20140704,105,289,197
260,20140705,174,228,201
260,20140706,145,244,195
260,20140707,124,235,180
260,20140708,130,170,150
260,20140709,130,178,154
260,20140710,160,276,218
260,20140711,168,238,203
260,20140712,162,245,204
260,20140713,155,231,193
260,20140714,133,227,180
260,20140715,139,224,182
260,20140716,132,258,195
260,20140717,146,283,215
260,20140718,172,311,242
260,20140719,182,329,256
260,20140720,188,272,230
260,20140721,180,212,196
260,20140722,191,272,232
260,20140723,191,284,238
260,20140724,166,263,215
260,20140725,166,221,194
260,20140726,167,251,209
260,20140727,184,262,223
260,20140728,176,235,206
260,20140729,173,259,216
260,20140730,125,235,180
260,20140731,113,244,179
260,20140801,126,259,193
260,20140802,155,276,216
260,20140803,148,253,201
260,20140804,123,233,178
260,20140805,105,243,174
260,20140806,130,213,172
260,20140807,142,230,186
260,20140808,139,223,181
260,20140809,143,231,187
260,20140810,138,225,182
260,20140811,147,207,177
260,20140812,141,202,172
260,20140813,126,217,172
260,20140814,132,203,168
260,20140815,120,197,159
260,20140816,117,187,152
260,20140817,119,167,143
260,20140818,97,173,135
260,20140819,95,159,127
260,20140820,84,178,131
260,20140821,78,182,130
260,20140822,106,171,139
260,20140823,81,174,128
260,20140824,73,177,125
260,20140825,73,169,121
260,20140826,104,165,135
260,20140827,64,207,136
260,20140828,114,214,164
260,20140829,133,212,173
260,20140830,142,186,164
260,20140831,104,190,147
260,20140901,87,212,150
260,20140902,120,212,166
260,20140903,106,212,159
260,20140904,130,235,183
260,20140905,121,228,175
260,20140906,130,205,168
260,20140907,106,216,161
260,20140908,79,205,142
260,20140909,99,178,139
260,20140910,92,184,138
260,20140911,94,204,149
260,20140912,76,216,146
260,20140913,140,211,176
260,20140914,113,209,161
260,20140915,106,228,167
260,20140916,114,246,180
260,20140917,113,252,183
260,20140918,122,253,188
260,20140919,134,244,189
260,20140920,132,240,186
260,20140921,126,192,159
260,20140922,63,175,119
260,20140923,44,177,111
260,20140924,110,165,138
260,20140925,101,178,140
260,20140926,106,194,150
260,20140927,79,202,141
260,20140928,83,220,152
260,20140929,119,193,156
260,20140930,118,209,164
260,20141001,101,207,154
260,20141002,135,192,164
260,20141003,99,222,161
260,20141004,117,211,164
260,20141005,117,152,135
260,20141006,123,161,142
260,20141007,93,156,125
260,20141008,87,166,127
260,20141009,127,180,154
260,20141010,76,178,127
260,20141011,66,157,112
260,20141012,64,162,113
260,20141013,120,185,153
260,20141014,100,136,118
260,20141015,115,184,150
260,20141016,118,180,149
260,20141017,118,188,153
260,20141018,128,230,179
260,20141019,148,215,182
260,20141020,139,177,158
260,20141021,76,140,108
260,20141022,63,135,99
260,20141023,94,151,123
260,20141024,108,126,117
260,20141025,96,153,125
260,20141026,95,159,127
260,20141027,98,170,134
260,20141028,75,140,108
260,20141029,88,128,108
260,20141030,115,156,136
260,20141031,105,166,136
260,20141101,102,185,144
260,20141102,127,174,151
260,20141103,94,153,124
260,20141104,55,109,82
260,20141105,35,95,65
260,20141106,45,82,64
260,20141107,45,98,72
260,20141108,81,129,105
260,20141109,72,128,100
260,20141110,59,126,93
260,20141111,57,129,93
260,20141112,41,122,82
260,20141113,36,133,85
260,20141114,69,124,97
260,20141115,75,110,93
260,20141116,71,92,82
260,20141117,81,123,102
260,20141118,73,83,78
260,20141119,73,91,82
260,20141120,52,80,66
260,20141121,16,90,53
260,20141122,45,118,82
260,20141123,80,135,108
260,20141124,3,113,58
260,20141125,-14,91,39
260,20141126,24,64,44
260,20141127,61,88,75
260,20141128,26,95,61
260,20141129,11,49,30
260,20141130,18,31,25
260,20141201,10,24,17
260,20141202,-1,14,7
260,20141203,-30,10,-10
260,20141204,-27,15,-6
260,20141205,14,53,34
260,20141206,-18,91,37
260,20141207,-28,67,20
260,20141208,15,49,32
260,20141209,-21,49,14
260,20141210,44,99,72
260,20141211,45,77,61
260,20141212,45,94,70
260,20141213,8,68,38
260,20141214,-6,48,21
260,20141215,32,79,56
260,20141216,18,78,48
260,20141217,39,106,73
260,20141218,101,125,113
260,20141219,73,124,99
260,20141220,56,91,74
260,20141221,52,103,78
260,20141222,93,128,111
260,20141223,96,128,112
260,20141224,61,100,81
260,20141225,-3,79,38
260,20141226,-27,52,13
260,20141227,-16,29,7
260,20141228,-33,34,1
260,20141229,11,56,34
260,20141230,34,65,50
260,20141231,25,76,51
310,20140101,57,99,78
310,20140102,73,102,88
310,20140103,62,114,88
310,20140104,66,96,81
310,20140105,45,90,68
310,20140106,88,130,109
310,20140107,89,115,102
310,20140108,76,98,87
310,20140109,78,114,96
310,20140110,43,93,68
310,20140111,44,89,67
310,20140112,32,65,49
310,20140113,54,91,73
310,20140114,44,70,57
310,20140115,42,83,63
310,20140116,70,92,81
310,20140117,71,85,78
310,20140118,61,84,73
310,20140119,60,95,78
310,20140120,49,76,63
310,20140121,45,70,58
310,20140122,23,55,39
310,20140123,43,84,64
310,20140124,35,75,55
310,20140125,34,75,55
310,20140126,41,82,62
310,20140127,29,65,47
310,20140128,35,59,47
310,20140129,22,55,39
310,20140130,23,63,43
310,20140131,21,67,44
310,20140201,57,80,69
310,20140202,38,73,56
310,20140203,32,74,53
310,20140204,43,80,62
310,20140205,57,90,74
310,20140206,54,94,74
310,20140207,58,98,78
310,20140208,56,95,76
310,20140209,44,73,59
310,20140210,44,70,57
310,20140211,38,72,55
310,20140212,35,81,58
310,20140213,39,70,55
310,20140214,32,122,77
310,20140215,63,117,90
310,20140216,47,81,64
310,20140217,54,95,75
310,20140218,62,76,69
310,20140219,60,86,73
310,20140220,72,101,87
310,20140221,55,90,73
310,20140222,53,94,74
310,20140223,55,117,86
310,20140224,58,110,84
310,20140225,63,112,88
310,20140226,48,100,74
310,20140227,49,85,67
310,20140228,38,64,51
310,20140301,40,67,54
310,20140302,32,91,62
310,20140303,46,87,67
310,20140304,32,86,59
310,20140305,45,110,78
310,20140306,54,129,92
310,20140307,62,118,90
310,20140308,61,144,103
310,20140309,74,159,117
310,20140310,73,149,111
310,20140311,69,121,95
310,20140312,49,144,97
310,20140313,60,156,108
310,20140314,43,102,73
310,20140315,84,113,99
310,20140316,85,110,98
310,20140317,84,105,95
310,20140318,82,105,94
310,20140319,82,139,111
310,20140320,79,172,126
310,20140321,62,105,84
310,20140322,51,98,75
310,20140323,44,89,67
310,20140324,44,106,75
310,20140325,47,119,83
310,20140326,38,87,63
310,20140327,26,100,63
310,20140328,62,146,104
310,20140329,80,181,131
310,20140330,95,171,133
310,20140331,103,185,144
310,20140401,95,186,141
310,20140402,101,189,145
310,20140403,108,192,150
310,20140404,99,127,113
310,20140405,89,173,131
310,20140406,108,155,132
310,20140407,118,183,151
310,20140408,91,118,105
310,20140409,70,127,99
310,20140410,73,139,106
310,20140411,79,149,114
310,20140412,71,136,104
310,20140413,90,120,105
310,20140414,76,115,96
310,20140415,54,104,79
310,20140416,48,142,95
310,20140417,87,166,127
310,20140418,76,112,94
310,20140419,65,140,103
310,20140420,109,188,149
310,20140421,98,189,144
310,20140422,108,169,139
